,age,workclass,fnlwgt,education,education_num,martial_status,occupation,RelationShip,race,sex,capital_gain,capital_loss,hours_per_week,native_country,income_class,age-binned,fnlwgt-binned,education_num-binned,capital_gain-binned,capital_loss-binned,hours_per_week-binned
14564,17, Private,318025, HS-grad,9, Never-married, Other-service, Other-relative, White, Male,0,0,20, United-States, <=50K.,starter_workclass,class2,education6,capital_gain1,capital_loss1,hours2
14565,24, Private,287357, 11th,7, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States, <=50K.,starter_workclass,class1,education4,capital_gain1,capital_loss1,hours4
14566,40, Self-emp-not-inc,33219, Assoc-acdm,12, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,60, United-States, <=50K.,mid_workclass,class1,education8,capital_gain1,capital_loss1,hours7
14567,81, Self-emp-inc,51646, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,2174,35, United-States, >50K.,sineor_retired,class1,education6,capital_gain1,capital_loss6,hours4
14568,47, Federal-gov,51664, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,3908,0,40, United-States, <=50K.,senior_workclass,class1,education6,capital_gain1,capital_loss1,hours4
14569,29, Private,195721, 10th,6, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K.,junior work_class,class1,education4,capital_gain1,capital_loss1,hours4
14570,24, Private,255575, Some-college,10, Never-married, Other-service, Unmarried, White, Female,0,0,30, United-States, <=50K.,starter_workclass,class1,education6,capital_gain1,capital_loss1,hours3
14571,31, Private,200835, Bachelors,13, Married-spouse-absent, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Japan, <=50K.,junior work_class,class1,education8,capital_gain1,capital_loss1,hours4
14572,22,Private,140414, Some-college,10, Never-married,Prof-specialty, Own-child, White, Male,0,0,40, United-States, <=50K.,starter_workclass,class1,education6,capital_gain1,capital_loss1,hours4
14573,38, Private,165579, HS-grad,9, Divorced, Tech-support, Not-in-family, White, Male,0,0,45, United-States, <=50K.,mid_workclass,class1,education6,capital_gain1,capital_loss1,hours5
14574,37, Private,38948, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K.,mid_workclass,class1,education6,capital_gain1,capital_loss1,hours4
14575,35, Private,184685, Some-college,10, Never-married, Adm-clerical, Other-relative, Black, Female,0,0,40, United-States, <=50K.,mid_workclass,class1,education6,capital_gain1,capital_loss1,hours4
14576,23, Private,86939, HS-grad,9, Divorced, Handlers-cleaners, Not-in-family, White, Male,0,0,50, United-States, <=50K.,starter_workclass,class1,education6,capital_gain1,capital_loss1,hours5
14577,22, Private,215251, HS-grad,9, Never-married, Other-service, Own-child, White, Female,0,0,40, Germany, <=50K.,starter_workclass,class1,education6,capital_gain1,capital_loss1,hours4
14578,53, Private,151159, HS-grad,9, Divorced, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K.,Advanced_workclass,class1,education6,capital_gain1,capital_loss1,hours4
14579,40, Private,385266, Some-college,10, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K.,mid_workclass,class2,education6,capital_gain1,capital_loss1,hours4
14580,68, Self-emp-inc,289349, Assoc-acdm,12, Married-civ-spouse, Sales, Husband, White, Male,9386,0,70, Germany, >50K.,junior_retired,class1,education8,capital_gain1,capital_loss1,hours8
14581,19, Private,232060, Some-college,10, Never-married, Other-service, Not-in-family, White, Male,0,0,35, United-States, <=50K.,starter_workclass,class1,education6,capital_gain1,capital_loss1,hours4
14582,28, Private,290429, 7th-8th,4, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,50, United-States, <=50K.,junior work_class,class1,education2,capital_gain1,capital_loss1,hours5
14583,45, Private,179048, 12th,8, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,35,United-States, >50K.,senior_workclass,class1,education5,capital_gain1,capital_loss1,hours4
14584,57, Self-emp-not-inc,98466, HS-grad,9, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,16, United-States, <=50K.,Advanced_workclass,class1,education6,capital_gain1,capital_loss1,hours2
14585,51, Local-gov,142801, Masters,14, Widowed, Prof-specialty, Not-in-family, Black, Female,0,0,40, United-States, >50K.,Advanced_workclass,class1,education9,capital_gain1,capital_loss1,hours4
14586,68, Self-emp-inc,119938, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K.,junior_retired,class1,education8,capital_gain1,capital_loss1,hours4
14587,39, Private,172186, HS-grad,9, Married-civ-spouse, Other-service, Husband, White, Male,5013,0,40, United-States, <=50K.,mid_workclass,class1,education6,capital_gain1,capital_loss1,hours4
14588,45, Local-gov,198759, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1848,40, United-States, >50K.,senior_workclass,class1,education6,capital_gain1,capital_loss5,hours4
14589,45, State-gov,74305, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,35, United-States, >50K.,senior_workclass,class1,education9,capital_gain1,capital_loss1,hours4
14590,80, Self-emp-inc,120796, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K.,sineor_retired,class1,education6,capital_gain1,capital_loss1,hours4
14591,55, Local-gov,190091, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K.,Advanced_workclass,class1,education9,capital_gain1,capital_loss1,hours5
14592,23, Private,197286, Some-college,10, Never-married, Sales, Own-child, White, Female,0,0,40, United-States, <=50K.,starter_workclass,class1,education6,capital_gain1,capital_loss1,hours4
14593,45, State-gov,129499, Some-college,10, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K.,senior_workclass,class1,education6,capital_gain1,capital_loss1,hours4
14594,39, Private,30875, Bachelors,13, Divorced, Sales, Unmarried, White, Female,0,0,40, United-States, >50K.,mid_workclass,class1,education8,capital_gain1,capital_loss1,hours4
14595,45, Self-emp-not-inc,172822, HS-grad,9, Married-civ-spouse, Other-service, Husband, White, Male,3411,0,40, United-States, <=50K.,senior_workclass,class1,education6,capital_gain1,capital_loss1,hours4
14596,34, Private,107417, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K.,mid_workclass,class1,education6,capital_gain1,capital_loss1,hours4
14597,42, Local-gov,226902, HS-grad,9, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States, >50K.,senior_workclass,class1,education6,capital_gain1,capital_loss1,hours4
14598,21, Private,86557, Some-college,10, Never-married, Sales, Other-relative, Other, Female,0,0,30, United-States, <=50K.,starter_workclass,class1,education6,capital_gain1,capital_loss1,hours3
14599,35, Private,98900, Some-college,10, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K.,mid_workclass,class1,education6,capital_gain1,capital_loss1,hours4
14600,24, Local-gov,38707, Bachelors,13, Never-married, Transport-moving, Own-child, White, Male,0,0,20, United-States, <=50K.,starter_workclass,class1,education8,capital_gain1,capital_loss1,hours2
14601,39, Private,286730, HS-grad,9, Divorced, Machine-op-inspct, Unmarried, White, Female,0,0,40, United-States, <=50K.,mid_workclass,class1,education6,capital_gain1,capital_loss1,hours4
14602,17, Private,221797, 12th,8, Never-married, Adm-clerical, Own-child, White, Female,594,0,20, United-States, <=50K.,starter_workclass,class1,education5,capital_gain1,capital_loss1,hours2
14603,52,Private,175029, Some-college,10, Married-civ-spouse,Prof-specialty, Husband, White, Male,0,0,80, United-States, <=50K.,Advanced_workclass,class1,education6,capital_gain1,capital_loss1,hours9
14604,49,Private,32184, HS-grad,9, Married-civ-spouse,Prof-specialty, Wife, White, Female,5013,0,15, United-States, <=50K.,senior_workclass,class1,education6,capital_gain1,capital_loss1,hours2
14605,31, Federal-gov,144949, Bachelors,13, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K.,junior work_class,class1,education8,capital_gain1,capital_loss1,hours4
14606,48, Federal-gov,33084, Bachelors,13, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,50, United-States, >50K.,senior_workclass,class1,education8,capital_gain1,capital_loss1,hours5
14607,30, Private,156464, Some-college,10, Never-married, Tech-support, Other-relative, White, Male,0,0,40, United-States, <=50K.,junior work_class,class1,education6,capital_gain1,capital_loss1,hours4
14608,38, Private,152307, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,30, United-States, >50K.,mid_workclass,class1,education6,capital_gain1,capital_loss1,hours3
14609,32, Private,341954, Bachelors,13, Never-married, Adm-clerical, Not-in-family, White, Male,0,1741,45,United-States, <=50K.,junior work_class,class2,education8,capital_gain1,capital_loss5,hours5
14610,24, Private,235720, HS-grad,9, Never-married, Adm-clerical, Own-child, White, Male,0,0,50, United-States, <=50K.,starter_workclass,class1,education6,capital_gain1,capital_loss1,hours5
14611,47, Private,161187, 12th,8, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K.,senior_workclass,class1,education5,capital_gain1,capital_loss1,hours4
14612,56, Private,90017, 7th-8th,4, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Portugal, <=50K.,Advanced_workclass,class1,education2,capital_gain1,capital_loss1,hours4
14613,59, Private,192671, 11th,7, Married-civ-spouse, Adm-clerical, Husband, White, Male,7298,0,40, United-States, >50K.,diminishing_workclass,class1,education4,capital_gain1,capital_loss1,hours4
14614,39, Self-emp-not-inc,102178, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,35, United-States, <=50K.,mid_workclass,class1,education6,capital_gain1,capital_loss1,hours4
14615,22, Private,293136, Some-college,10, Never-married, Other-service, Own-child, White, Female,0,0,30, United-States, <=50K.,starter_workclass,class1,education6,capital_gain1,capital_loss1,hours3
14616,17, Local-gov,99568, 10th,6, Never-married, Prof-specialty, Own-child, White, Female,0,0,10, United-States, <=50K.,starter_workclass,class1,education4,capital_gain1,capital_loss1,hours1
14617,66, Self-emp-not-inc,81413, 10th,6, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,30, United-States, <=50K.,junior_retired,class1,education4,capital_gain1,capital_loss1,hours3
14618,39, Private,31053, Some-college,10, Divorced, Sales, Unmarried, White, Female,0,0,40, United-States, <=50K.,mid_workclass,class1,education6,capital_gain1,capital_loss1,hours4
14619,18, Private,31008, Some-college,10, Never-married, Tech-support, Not-in-family, White, Female,0,0,40, United-States, <=50K.,starter_workclass,class1,education6,capital_gain1,capital_loss1,hours4
14620,55, Private,221801, 5th-6th,3, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K.,Advanced_workclass,class1,education2,capital_gain1,capital_loss1,hours4
14621,26, Federal-gov,76491, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,55, United-States, <=50K.,junior work_class,class1,education8,capital_gain1,capital_loss1,hours6
14622,64, Private,286732, HS-grad,9, Widowed, Sales, Not-in-family, White, Female,0,0,17, United-States, <=50K.,diminishing_workclass,class1,education6,capital_gain1,capital_loss1,hours2
14623,48, Self-emp-not-inc,196707, Doctorate,16, Married-civ-spouse, Prof-specialty, Husband, White, Male,99999,0,60, United-States, >50K.,senior_workclass,class1,education10,capital_gain10,capital_loss1,hours7
14624,51, Federal-gov,23698, HS-grad,9, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, >50K.,Advanced_workclass,class1,education6,capital_gain1,capital_loss1,hours4
14625,61, Private,224699, Bachelors,13, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,30, United-States, >50K.,diminishing_workclass,class1,education8,capital_gain1,capital_loss1,hours3
14626,22, Private,131291, Some-college,10, Never-married, Prof-specialty, Own-child, White, Male,0,0,15, United-States, <=50K.,starter_workclass,class1,education6,capital_gain1,capital_loss1,hours2
14627,19,Private,372665, Some-college,10, Never-married,Prof-specialty, Own-child, White, Male,0,0,40, United-States, <=50K.,starter_workclass,class2,education6,capital_gain1,capital_loss1,hours4
14628,44, Private,64506, Assoc-voc,11, Divorced, Other-service, Not-in-family, White, Male,0,0,20, United-States, <=50K.,senior_workclass,class1,education7,capital_gain1,capital_loss1,hours2
14629,47, Private,139388, Some-college,10, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,40, United-States, <=50K.,senior_workclass,class1,education6,capital_gain1,capital_loss1,hours4
14630,29, Private,425830, Assoc-acdm,12, Never-married, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K.,junior work_class,class2,education8,capital_gain1,capital_loss1,hours4
14631,39, Private,99146, HS-grad,9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K.,mid_workclass,class1,education6,capital_gain1,capital_loss1,hours4
14632,37, State-gov,59200, HS-grad,9, Never-married, Adm-clerical, Other-relative, White, Female,0,0,40, United-States, <=50K.,mid_workclass,class1,education6,capital_gain1,capital_loss1,hours4
14633,21, Private,37482, Some-college,10, Never-married, Other-service, Own-child, White, Female,0,0,20, United-States, <=50K.,starter_workclass,class1,education6,capital_gain1,capital_loss1,hours2
14634,34, Private,188798, HS-grad,9, Separated, Adm-clerical, Unmarried, White, Female,0,0,32, United-States, <=50K.,mid_workclass,class1,education6,capital_gain1,capital_loss1,hours4
14635,56, Private,100285, Some-college,10, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,45, United-States, <=50K.,Advanced_workclass,class1,education6,capital_gain1,capital_loss1,hours5
14636,31, State-gov,228446, Some-college,10, Never-married, Transport-moving, Not-in-family, White, Male,0,0,40, United-States, <=50K.,junior work_class,class1,education6,capital_gain1,capital_loss1,hours4
14637,31, Private,19491, HS-grad,9, Divorced, Sales, Not-in-family, White, Male,2202,0,40, United-States, <=50K.,junior work_class,class1,education6,capital_gain1,capital_loss1,hours4
14638,28, Private,156967, HS-grad,9, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K.,junior work_class,class1,education6,capital_gain1,capital_loss1,hours4
14639,47, Federal-gov,187581, Bachelors,13, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,48, United-States, >50K.,senior_workclass,class1,education8,capital_gain1,capital_loss1,hours5
14640,56, Private,154490, Some-college,10, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,38, United-States, <=50K.,Advanced_workclass,class1,education6,capital_gain1,capital_loss1,hours4
14641,30, Private,101345, Bachelors,13, Never-married, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K.,junior work_class,class1,education8,capital_gain1,capital_loss1,hours4
14642,42, Local-gov,150533, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,46, United-States, <=50K.,senior_workclass,class1,education9,capital_gain1,capital_loss1,hours5
14643,33, Private,93213, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, <=50K.,junior work_class,class1,education6,capital_gain1,capital_loss1,hours5
14644,57, Private,257046, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K.,Advanced_workclass,class1,education6,capital_gain1,capital_loss1,hours4
14645,40, Private,421837, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K.,mid_workclass,class2,education6,capital_gain1,capital_loss1,hours5
14646,41, Private,101593, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, >50K.,mid_workclass,class1,education8,capital_gain1,capital_loss1,hours7
14647,42, Private,122215, HS-grad,9, Widowed, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, >50K.,senior_workclass,class1,education6,capital_gain1,capital_loss1,hours4
14648,49, Private,272780, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,15024,0,60, Mexico, >50K.,senior_workclass,class1,education6,capital_gain2,capital_loss1,hours7
14649,24, Private,190591, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,50, United-States, <=50K.,starter_workclass,class1,education8,capital_gain1,capital_loss1,hours5
14650,30, Private,78374, HS-grad,9, Married-civ-spouse, Sales, Other-relative, Asian-Pac-Islander, Female,0,0,40,United-States, <=50K.,junior work_class,class1,education6,capital_gain1,capital_loss1,hours4
14651,30,Private,121468, Bachelors,13, Married-civ-spouse,Prof-specialty, Wife, Asian-Pac-Islander, Female,0,0,40, Hong, <=50K.,junior work_class,class1,education8,capital_gain1,capital_loss1,hours4
14652,31, Private,280927, Bachelors,13, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, >50K.,junior work_class,class1,education8,capital_gain1,capital_loss1,hours4
14653,25, Private,202480, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K.,starter_workclass,class1,education8,capital_gain1,capital_loss1,hours4
14654,47, Private,110088, 1st-4th,2, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K.,senior_workclass,class1,education1,capital_gain1,capital_loss1,hours4
14655,58,Private,129632, HS-grad,9, Never-married,Prof-specialty, Not-in-family, White, Female,0,0,4, United-States, <=50K.,diminishing_workclass,class1,education6,capital_gain1,capital_loss1,hours1
14656,37, Self-emp-not-inc,225860, Assoc-acdm,12, Married-spouse-absent, Farming-fishing, Not-in-family, White, Male,0,0,50, United-States, <=50K.,mid_workclass,class1,education8,capital_gain1,capital_loss1,hours5
14657,25, Private,310545, Some-college,10, Never-married, Protective-serv, Own-child, White, Male,0,0,30, El-Salvador, <=50K.,starter_workclass,class2,education6,capital_gain1,capital_loss1,hours3
14658,31, Private,178664, Some-college,10, Divorced, Other-service, Not-in-family, White, Female,0,0,30, United-States, <=50K.,junior work_class,class1,education6,capital_gain1,capital_loss1,hours3
14659,46, Self-emp-not-inc,198759, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, >50K.,senior_workclass,class1,education8,capital_gain1,capital_loss1,hours5
14660,20, Private,259301, Some-college,10, Never-married, Adm-clerical, Own-child, White, Female,0,0,35, United-States, <=50K.,starter_workclass,class1,education6,capital_gain1,capital_loss1,hours4
14661,31, Private,234537, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,7298,0,50, United-States, >50K.,junior work_class,class1,education8,capital_gain1,capital_loss1,hours5
14662,63, Private,427770, 12th,8, Divorced, Priv-house-serv, Unmarried, Black, Female,0,0,30, United-States, <=50K.,diminishing_workclass,class2,education5,capital_gain1,capital_loss1,hours3
14663,19,Private,331702, HS-grad,9, Never-married,Prof-specialty, Own-child, White, Male,0,0,40, United-States, <=50K.,starter_workclass,class2,education6,capital_gain1,capital_loss1,hours4
14664,20,Private,180052, Some-college,10, Never-married,Prof-specialty, Own-child, White, Male,0,0,40, United-States, <=50K.,starter_workclass,class1,education6,capital_gain1,capital_loss1,hours4
14665,54, Private,205337, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,45, United-States, <=50K.,Advanced_workclass,class1,education6,capital_gain1,capital_loss1,hours5
14666,17, Private,236091, 10th,6, Never-married, Other-service, Own-child, White, Female,0,0,8, United-States, <=50K.,starter_workclass,class1,education4,capital_gain1,capital_loss1,hours1
14667,40, Private,33895, HS-grad,9, Divorced, Tech-support, Not-in-family, White, Female,0,0,40, United-States, <=50K.,mid_workclass,class1,education6,capital_gain1,capital_loss1,hours4
14668,20,Private,447210, Some-college,10, Never-married,Prof-specialty, Own-child, White, Female,0,0,20, United-States, <=50K.,starter_workclass,class2,education6,capital_gain1,capital_loss1,hours2
14669,27, Private,226441, Bachelors,13, Never-married, Prof-specialty, Other-relative, White, Female,0,0,40, United-States, <=50K.,junior work_class,class1,education8,capital_gain1,capital_loss1,hours4
14670,41, State-gov,119721, Some-college,10, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K.,mid_workclass,class1,education6,capital_gain1,capital_loss1,hours4
14671,32, Self-emp-not-inc,455995, Bachelors,13, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,50, United-States, >50K.,junior work_class,class2,education8,capital_gain1,capital_loss1,hours5
14672,35, Private,105813, Some-college,10, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K.,mid_workclass,class1,education6,capital_gain1,capital_loss1,hours4
14673,24,Private,350917, HS-grad,9, Never-married,Prof-specialty, Not-in-family, White, Female,0,0,30, United-States, <=50K.,starter_workclass,class2,education6,capital_gain1,capital_loss1,hours3
14674,42, State-gov,191814, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K.,senior_workclass,class1,education6,capital_gain1,capital_loss1,hours4
14675,65, Private,399296, 5th-6th,3, Married-civ-spouse, Other-service, Other-relative, White, Female,0,0,20, Mexico, <=50K.,diminishing_workclass,class2,education2,capital_gain1,capital_loss1,hours2
14676,47, Private,201595, HS-grad,9, Never-married, Adm-clerical, Unmarried, White, Male,0,0,40, United-States, <=50K.,senior_workclass,class1,education6,capital_gain1,capital_loss1,hours4
14677,41, Private,143003, Masters,14, Married-civ-spouse, Tech-support, Husband, Asian-Pac-Islander, Male,0,1887,45, China, >50K.,mid_workclass,class1,education9,capital_gain1,capital_loss5,hours5
14678,28, Private,74784, HS-grad,9, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,50, United-States, <=50K.,junior work_class,class1,education6,capital_gain1,capital_loss1,hours5
14679,20,Private,313045, Some-college,10, Never-married,Prof-specialty, Own-child, White, Female,0,0,40, United-States, <=50K.,starter_workclass,class2,education6,capital_gain1,capital_loss1,hours4
14680,22, Private,303781, Some-college,10, Never-married, Craft-repair, Own-child, Black, Male,0,0,40, United-States, <=50K.,starter_workclass,class1,education6,capital_gain1,capital_loss1,hours4
14681,23, Private,236769, Some-college,10, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States, <=50K.,starter_workclass,class1,education6,capital_gain1,capital_loss1,hours4
14682,28, Self-emp-not-inc,264961, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, <=50K.,junior work_class,class1,education6,capital_gain1,capital_loss1,hours5
14683,59, Private,144962, HS-grad,9, Widowed, Machine-op-inspct, Not-in-family, White, Female,0,0,40, United-States, <=50K.,diminishing_workclass,class1,education6,capital_gain1,capital_loss1,hours4
14684,59, Local-gov,435836, 10th,6, Married-civ-spouse, Other-service, Wife, White, Female,0,0,30, United-States, >50K.,diminishing_workclass,class2,education4,capital_gain1,capital_loss1,hours3
14685,46, Private,186539, HS-grad,9, Divorced, Craft-repair, Other-relative, White, Male,0,0,48, United-States, >50K.,senior_workclass,class1,education6,capital_gain1,capital_loss1,hours5
14686,23, Private,181796, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, <=50K.,starter_workclass,class1,education6,capital_gain1,capital_loss1,hours5
14687,47, Local-gov,398397, Masters,14, Never-married, Tech-support, Not-in-family, White, Male,0,0,40, United-States, <=50K.,senior_workclass,class2,education9,capital_gain1,capital_loss1,hours4
14688,24, Private,196280, Assoc-voc,11, Never-married, Tech-support, Own-child, White, Female,0,0,38, United-States, <=50K.,starter_workclass,class1,education7,capital_gain1,capital_loss1,hours4
14689,37, Federal-gov,31670, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K.,mid_workclass,class1,education8,capital_gain1,capital_loss1,hours4
14690,49, Self-emp-inc,65535, HS-grad,9, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States, <=50K.,senior_workclass,class1,education6,capital_gain1,capital_loss1,hours7
14691,48, Local-gov,97680, Masters,14, Married-civ-spouse, Prof-specialty, Wife, White, Female,15024,0,10, United-States, >50K.,senior_workclass,class1,education9,capital_gain2,capital_loss1,hours1
14692,57, Self-emp-not-inc,47178, Bachelors,13, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,35, United-States, >50K.,Advanced_workclass,class1,education8,capital_gain1,capital_loss1,hours4
14693,24, Self-emp-not-inc,151818, HS-grad,9, Never-married, Craft-repair, Not-in-family, White, Male,0,0,35, United-States, <=50K.,starter_workclass,class1,education6,capital_gain1,capital_loss1,hours4
14694,40, Private,304530, 7th-8th,4, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K.,mid_workclass,class1,education2,capital_gain1,capital_loss1,hours4
14695,25, Private,197651, HS-grad,9, Never-married, Sales, Unmarried, White, Female,0,0,40, United-States, <=50K.,starter_workclass,class1,education6,capital_gain1,capital_loss1,hours4
14696,64, Private,108054, HS-grad,9, Widowed, Transport-moving, Not-in-family, White, Male,0,0,22, United-States, <=50K.,diminishing_workclass,class1,education6,capital_gain1,capital_loss1,hours3
14697,44, Private,179666, Some-college,10, Divorced, Transport-moving, Unmarried, White, Male,0,0,35, England, <=50K.,senior_workclass,class1,education6,capital_gain1,capital_loss1,hours4
14698,45, Private,142909, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K.,senior_workclass,class1,education6,capital_gain1,capital_loss1,hours4
14699,24, Private,231261, 12th,8, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,50, United-States, <=50K.,starter_workclass,class1,education5,capital_gain1,capital_loss1,hours5
14700,42, State-gov,119008, Assoc-acdm,12, Divorced, Tech-support, Not-in-family, Black, Female,0,1974,40, United-States, <=50K.,senior_workclass,class1,education8,capital_gain1,capital_loss5,hours4
14701,27, Private,168138, HS-grad,9, Never-married, Tech-support, Not-in-family, White, Male,0,0,45, United-States, <=50K.,junior work_class,class1,education6,capital_gain1,capital_loss1,hours5
14702,54, Private,217850, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,0,40, United-States, >50K.,Advanced_workclass,class1,education6,capital_gain1,capital_loss1,hours4
14703,50, Self-emp-not-inc,343242, Some-college,10, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,55, United-States, <=50K.,Advanced_workclass,class2,education6,capital_gain1,capital_loss1,hours6
14704,19,Private,167087, Some-college,10, Never-married,Prof-specialty, Own-child, White, Female,0,0,20, United-States, <=50K.,starter_workclass,class1,education6,capital_gain1,capital_loss1,hours2
14705,27, Private,200179, HS-grad,9, Divorced, Adm-clerical, Other-relative, White, Female,0,0,40, United-States, <=50K.,junior work_class,class1,education6,capital_gain1,capital_loss1,hours4
14706,35, Private,172252, Some-college,10, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K.,mid_workclass,class1,education6,capital_gain1,capital_loss1,hours4
14707,39, Private,132879, Doctorate,16, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,42, United-States, >50K.,mid_workclass,class1,education10,capital_gain1,capital_loss1,hours5
14708,21, Private,240063, HS-grad,9, Never-married, Transport-moving, Own-child, White, Male,0,0,48, United-States, <=50K.,starter_workclass,class1,education6,capital_gain1,capital_loss1,hours5
14709,19, Private,425816, Some-college,10, Never-married, Sales, Unmarried, Black, Female,0,0,40, United-States, <=50K.,starter_workclass,class2,education6,capital_gain1,capital_loss1,hours4
14710,39, Local-gov,167571, HS-grad,9, Married-civ-spouse, Other-service, Wife, White, Female,2885,0,30, United-States, <=50K.,mid_workclass,class1,education6,capital_gain1,capital_loss1,hours3
14711,39, Private,85566, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K.,mid_workclass,class1,education6,capital_gain1,capital_loss1,hours4
14712,27, Private,123799, Bachelors,13, Divorced, Exec-managerial, Unmarried, White, Male,0,0,42, United-States, <=50K.,junior work_class,class1,education8,capital_gain1,capital_loss1,hours5
14713,28, Private,194690, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K.,junior work_class,class1,education6,capital_gain1,capital_loss1,hours4
